Procedure Url,Procedure Title,Procedure Description,Procedure Include,Procedure Factors,Treatment Name,Minimum Cost,Maximum Cost
https://www.vaidam.com/search/tracheostomy/malaysia, Tracheostomy Cost In Malaysia , Tracheostomy cost in Malaysia is between USD 1467 to USD 1793. Patient has to stay in the hospital for 2 days and outside the hospital for 7 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost (Bronchoscopy or Biopsy may be done to evaluate the spine)\xa0 ', ' Surgery cost ', ' Type of Surgery (Surgical tracheostomy or Minimally invasive tracheostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anti-inflammatory, painkillers, etc.) ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or Single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Bleeding or infection) ', ' Cost of blood products (if required) ', ' An extended stay at the Hospital ', ' Cost of accommodation during follow-ups, in case the patient is not a local resident ']",['Tracheostomy'],[None],[None]
https://www.vaidam.com/search/tracheostomy/germany, Tracheostomy Cost In Germany , ,"[' Preoperative diagnostic tests cost (Bronchoscopy or Biopsy may be done to evaluate the spine)\xa0 ', ' Surgery cost ', ' Type of Surgery (Surgical tracheostomy or Minimally invasive tracheostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anti-inflammatory, painkillers, etc.) ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or Single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Bleeding or infection) ', ' Cost of blood products (if required) ', ' An extended stay at the Hospital ', ' Cost of accommodation during follow-ups, in case the patient is not a local resident ']",[],[],[]
https://www.vaidam.com/search/tracheostomy/united-arab-emirates, Tracheostomy Cost In United Arab Emirates , ,"[' Preoperative diagnostic tests cost (Bronchoscopy or Biopsy may be done to evaluate the spine)\xa0 ', ' Surgery cost ', ' Type of Surgery (Surgical tracheostomy or Minimally invasive tracheostomy) ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine cost (anti-inflammatory, painkillers, etc.) ', "" Patient's hospital stay\xa0 ""]","[' Type of hospital and room opted (General, Twin sharing, or Single room) ', ' The severity of the disease ', ' Post-surgical complication, if it happens (such as Bleeding or infection) ', ' Cost of blood products (if required) ', ' An extended stay at the Hospital ', ' Cost of accommodation during follow-ups, in case the patient is not a local resident ']",[],[],[]
https://www.vaidam.com/search/bronchoscopy/india, Bronchoscopy Cost In India , Bronchoscopy cost in India for Indian Patients is between Rs.44400 to Rs.59200. Cost for International patients is between USD 900 to USD 1100. Patient has to stay in the hospital for 1 days and outside the hospital for 7 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],['Bronchoscopy'],[44400],[59200]
https://www.vaidam.com/search/bronchoscopy/turkey, Bronchoscopy Cost In Turkey , Bronchoscopy cost in Turkey is between USD 2100 to USD 2566. Patient has to stay in the hospital for 1 days and outside the hospital for 4 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],['Bronchoscopy'],[None],[None]
https://www.vaidam.com/search/bronchoscopy/thailand, Bronchoscopy Cost In Thailand , ,[],[],[],[],[]
https://www.vaidam.com/search/bronchoscopy/malaysia, Bronchoscopy Cost In Malaysia , Bronchoscopy cost in Malaysia is between USD 1800 to USD 2200. Patient has to stay in the hospital for 1 days and outside the hospital for 7 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],['Bronchoscopy'],[None],[None]
https://www.vaidam.com/search/bronchoscopy/germany, Bronchoscopy Cost In Germany , ,[],[],[],[],[]
https://www.vaidam.com/search/bronchoscopy/united-arab-emirates, Bronchoscopy Cost In United Arab Emirates , ,[],[],[],[],[]
https://www.vaidam.com/search/cochlear-implants/india, Cochlear Implants Treatment Cost In India , Cochlear Implants Treatment cost in India for Indian Patients is between Rs.666000 to Rs.888000. Cost for International patients is between USD 13500 to USD 16500. Patient has to stay in the hospital for 4 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Cochlear Implantation', 'Cochlear Implantation - Bilateral']","[666000, 999000]","[888000, 1332000]"
https://www.vaidam.com/search/cochlear-implants/turkey, Cochlear Implants Treatment Cost In Turkey , Cochlear Implants Treatment cost in Turkey is between USD 22500 to USD 27500. Patient has to stay in the hospital for 4 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']","['Cochlear Implantation', 'Cochlear Implantation - Bilateral']","[None, None]","[None, None]"
https://www.vaidam.com/search/cochlear-implants/thailand, Cochlear Implants Treatment Cost In Thailand , Cochlear Implants Treatment cost in Thailand is between USD 36000 to USD 44000. Patient has to stay in the hospital for 4 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Cochlear Implantation'],[None],[None]
https://www.vaidam.com/search/cochlear-implants/malaysia, Cochlear Implants Treatment Cost In Malaysia , Cochlear Implants Treatment cost in Malaysia is between USD 27000 to USD 33000. Patient has to stay in the hospital for 4 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Cochlear Implantation'],[None],[None]
https://www.vaidam.com/search/cochlear-implants/germany, Cochlear Implants Treatment Cost In Germany , Cochlear Implants Treatment cost in Germany is between USD 39600 to USD 48400. Patient has to stay in the hospital for 4 days and outside the hospital for 10 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",['Cochlear Implantation'],[None],[None]
https://www.vaidam.com/search/cochlear-implants/united-arab-emirates, Cochlear Implants Treatment Cost In United Arab Emirates , ,"[' Preoperative diagnostic tests cost\xa0 (Hearing test, MRI or CT imaging tests, etc.) ', ' Surgery cost (depends on the type of implant)\xa0 ', ' Type of implant ', ' Post-Operative cost (depends on the number of follow-up sessions) ', ' Medicine (Pain Killers, Antibiotics, etc.) ']","[' Any additional tests, if required ', ' If any Post-surgical complication happens (such as swelling or bleeding, Infection around the implant, numbness of ears) ', ' Blood products (if required) ', ' An extended stay at the Hospital due to any health reason apart from the package stay period ', ' Cost of Accommodation during follow-ups, in case the patient is not a local resident ']",[],[],[]
https://www.vaidam.com/search/cornea-transplant/india, Cornea Transplant Cost In India , Cornea Transplant cost in India for Indian Patients is between Rs.74992 to Rs.99989. Cost for International patients is between USD 1520 to USD 1858. Patient has to stay in the hospital for 1 days and outside the hospital for 3 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],"['CORNEA TRANSPLANT', 'CORNEA TRANSPLANT', 'Cornea Transplant', 'Corneal Transplantation - Eye Transplant']","[74992, 74992, 57720, 79920]","[99989, 99989, 76960, 106560]"
https://www.vaidam.com/search/cornea-transplant/turkey, Cornea Transplant Cost In Turkey , Cornea Transplant cost in Turkey is between USD 11700 to USD 14300. Patient has to stay in the hospital for 1 days and outside the hospital for 7 days. The total cost of the treatment depends on the diagnosis and facilities opted by the patient. ,[],[],"['CORNEA TRANSPLANT', 'CORNEA TRANSPLANT', 'Cornea Transplant', 'Corneal Transplantation - Eye Transplant']","[None, None, None, None]","[None, None, None, None]"
https://www.vaidam.com/search/cornea-transplant/thailand, Cornea Transplant Cost In Thailand , ,[],[],['Corneal Transplantation - Eye Transplant'],[None],[None]
